start
513990,52.75,271.531,275.453,350.266,351.719,247.203,288.672,452.094,575.031,52.07,52.23,53.45,95.50,3.06,3.04,2.90,0.76,1234, 75.94%
524003,53.00,268.688,274.156,341.000,343.328,241.078,284.078,446.750,571.938,54.21,52.66,52.84,95.79,2.82,3.00,2.98,0.75,1234, 75.94%
534010,53.25,266.797,272.203,338.047,339.781,237.375,277.953,442.688,564.031,53.27,53.30,53.10,95.93,2.93,2.92,2.94,0.75,1234, 75.92%
544018,53.50,266.078,262.297,336.578,335.875,234.438,272.109,434.938,560.000,53.90,54.08,54.00,95.57,2.86,2.84,2.85,0.76,1234, 75.92%
554023,53.75,262.922,266.797,335.719,331.484,230.297,269.719,432.438,559.594,52.97,53.70,55.08,96.20,2.96,2.89,2.73,0.74,1234, 75.91%
564064,54.00,259.328,261.266,330.031,325.594,229.172,263.453,427.469,552.500,55.15,53.51,53.39,96.35,2.73,2.90,2.91,0.74,1234, 75.91%
574069,54.25,255.219,257.219,327.078,319.531,222.172,258.031,422.844,546.156,54.38,54.44,54.26,96.25,2.81,2.80,2.82,0.74,1234, 75.89%
584083,54.50,252.312,258.391,324.406,315.547,220.266,254.234,419.969,541.094,54.91,55.11,55.06,96.06,2.75,2.73,2.74,0.75,1234, 75.89%
594102,54.75,249.375,256.047,319.234,311.875,216.984,248.438,414.344,540.375,54.00,54.67,56.00,95.86,2.85,2.78,2.65,0.75,1234, 75.87%
604119,55.00,247.594,252.609,314.672,305.578,211.188,242.344,411.594,533.000,55.82,54.54,56.45,95.74,2.66,2.79,2.60,0.76,1234, 75.85%
614131,55.25,245.781,250.625,310.531,301.375,208.000,238.797,404.062,529.219,55.43,55.39,55.39,95.76,2.70,2.71,2.71,0.75,1234, 75.85%
624144,55.50,241.625,247.891,306.625,297.906,206.422,234.031,406.031,528.719,55.86,56.18,56.19,95.82,2.66,2.63,2.63,0.75,1234, 75.83%
634161,55.75,240.781,244.875,303.234,293.125,202.688,229.141,400.406,520.250,54.91,55.24,56.70,95.89,2.76,2.73,2.58,0.75,1234, 75.83%
644176,56.00,236.984,241.562,298.750,289.344,198.875,225.203,398.219,517.000,57.06,55.59,57.30,95.65,2.55,2.69,2.52,0.76,1234, 75.81%
654187,56.25,235.750,238.531,299.531,287.531,194.781,222.516,395.812,514.844,56.54,56.48,56.31,96.29,2.60,2.60,2.62,0.74,1234, 75.81%
664199,56.50,233.109,236.922,297.328,282.359,192.984,219.344,392.906,514.094,56.88,57.32,57.44,96.18,2.57,2.53,2.52,0.74,1234, 75.80%
674209,56.75,233.516,232.938,295.125,279.891,191.141,217.312,390.562,509.094,55.87,56.27,57.48,96.07,2.67,2.63,2.51,0.75,1234, 75.80%
684261,57.00,229.828,232.312,289.234,277.125,189.344,211.984,393.156,507.750,58.33,57.94,57.09,95.72,2.43,2.47,2.55,0.76,1234, 75.78%
694303,57.25,228.484,232.047,291.047,275.188,188.984,208.312,390.625,510.438,57.63,57.58,57.46,96.24,2.50,2.50,2.51,0.74,1234, 75.78%
704317,57.50,228.562,230.328,285.844,268.219,186.938,208.859,387.562,504.469,58.18,57.43,58.39,95.96,2.45,2.52,2.43,0.75,1234, 75.76%
714380,57.75,226.906,230.578,286.375,271.297,185.609,208.625,391.594,505.688,58.14,58.29,58.98,96.21,2.45,2.44,2.38,0.74,1234, 75.76%
724379,58.00,226.766,227.562,284.047,271.875,185.219,206.531,388.219,503.844,57.97,57.94,58.96,95.92,2.47,2.47,2.38,0.75,1234, 75.74%
734389,58.25,226.188,226.438,283.938,267.859,183.797,204.203,387.281,503.906,58.52,58.66,58.64,96.01,2.42,2.41,2.41,0.75,1234, 75.74%
744405,58.50,224.750,225.359,284.859,267.828,183.922,202.953,387.062,502.844,59.05,58.22,59.53,96.15,2.38,2.45,2.34,0.75,1234, 75.72%
754412,58.75,224.625,227.328,284.984,266.312,184.859,203.344,379.875,505.500,59.18,59.46,59.70,95.88,2.36,2.34,2.32,0.75,1234, 75.71%
764427,59.00,224.297,226.281,282.234,267.672,181.922,201.609,386.344,501.469,58.76,59.12,58.64,95.99,2.40,2.37,2.41,0.75,1234, 75.71%
774433,59.25,224.656,222.875,281.453,268.500,184.234,201.516,385.688,504.000,59.56,59.60,59.73,96.10,2.33,2.33,2.32,0.75,1234, 75.69%
784454,59.50,226.453,228.516,281.844,266.375,181.609,204.094,386.625,504.625,60.11,58.86,58.92,96.10,2.29,2.40,2.39,0.75,1234, 75.69%
794470,59.75,223.078,224.422,279.422,267.016,182.750,202.500,384.688,502.938,60.24,59.44,59.71,95.44,2.28,2.35,2.33,0.76,1234, 75.67%
804492,60.00,222.375,223.359,281.875,264.906,181.156,202.344,385.281,498.438,59.57,59.71,61.17,95.90,2.33,2.32,2.20,0.75,1234, 75.67%
814509,60.25,222.234,221.016,281.875,265.453,184.203,202.469,383.812,502.312,60.58,60.63,60.61,96.03,2.25,2.25,2.25,0.75,1234, 75.65%
824529,60.50,224.656,222.016,279.125,265.875,181.562,200.422,384.375,502.156,61.17,61.42,61.30,95.79,2.21,2.19,2.19,0.75,1234, 75.65%
834545,60.75,222.422,226.078,282.344,264.938,180.828,201.656,385.562,502.562,60.04,61.55,61.89,95.29,2.30,2.17,2.15,0.76,1234, 75.63%
844559,61.00,220.812,223.141,279.484,266.578,182.969,199.922,385.594,500.406,61.96,61.13,60.58,95.75,2.14,2.21,2.25,0.75,1234, 75.63%
854579,61.25,222.547,219.453,279.703,265.109,181.516,202.031,384.625,501.812,61.70,61.72,61.71,95.57,2.17,2.17,2.17,0.76,1234, 75.61%
864592,61.25,222.453,219.625,280.562,263.000,182.141,201.375,381.000,501.000,61.98,62.00,61.97,95.82,2.15,2.15,2.15,0.75,1234, 75.61%
874622,61.50,222.500,223.062,279.391,264.734,182.422,202.016,382.094,504.562,62.39,62.03,61.03,95.59,2.11,2.14,2.22,0.76,1234, 75.60%
884673,61.75,220.688,220.000,277.719,263.297,180.828,202.031,384.938,501.688,62.39,62.37,61.17,95.59,2.11,2.11,2.21,0.76,1234, 75.60%
894714,62.00,222.375,225.188,282.781,265.406,183.375,200.812,382.250,502.281,62.31,61.75,62.03,95.31,2.12,2.16,2.15,0.76,1234, 75.58%
904731,62.25,221.344,220.219,281.453,266.688,181.953,199.453,381.344,503.469,62.86,62.91,62.94,95.59,2.08,2.08,2.08,0.76,1234, 75.56%
914741,62.50,222.641,224.406,279.766,265.219,182.141,199.609,382.875,502.719,62.05,62.92,62.99,96.22,2.15,2.08,2.07,0.74,1234, 75.56%
924772,62.75,220.453,222.375,280.719,263.234,181.750,200.344,383.156,502.500,63.39,62.63,63.34,95.59,2.04,2.10,2.04,0.76,1234, 75.54%
934780,63.00,222.141,225.297,279.281,263.891,181.172,199.328,384.156,497.688,63.13,62.94,62.77,95.63,2.06,2.08,2.09,0.76,1234, 75.54%
944795,63.25,221.016,225.484,279.297,265.297,181.828,201.234,379.625,502.031,63.77,63.88,63.93,95.52,2.02,2.01,2.01,0.76,1234, 75.52%
954849,63.25,219.531,221.250,280.469,264.125,181.484,199.281,383.312,500.719,64.05,63.88,63.72,95.64,2.00,2.01,2.02,0.76,1234, 75.52%
964882,63.50,220.219,222.406,279.719,265.516,182.625,198.688,381.219,502.688,62.95,64.40,62.98,95.49,2.08,1.97,2.08,0.76,1234, 75.51%
974897,63.75,221.141,226.516,280.125,259.578,181.109,199.906,380.250,500.094,65.00,63.72,63.68,96.20,1.93,2.02,2.03,0.74,1234, 75.51%
984923,64.00,222.250,223.328,280.250,265.875,180.781,201.312,383.031,507.938,64.37,63.84,63.82,96.08,1.98,2.01,2.02,0.75,1234, 75.49%
994916,64.25,220.594,225.016,277.172,264.516,180.125,200.688,382.781,501.625,64.92,64.95,65.08,95.41,1.94,1.94,1.93,0.76,1234, 75.49%
1004952,64.50,221.234,224.609,281.156,266.016,181.406,197.875,380.688,501.781,65.34,65.51,65.39,95.59,1.91,1.90,1.91,0.76,1234, 75.47%
1014969,64.75,221.094,226.781,282.688,263.656,181.500,199.953,383.281,499.750,64.57,65.82,65.44,96.15,1.97,1.88,1.90,0.75,1234, 75.47%
1024986,65.00,222.250,225.609,280.500,266.344,181.547,200.750,381.375,501.656,64.84,64.71,64.82,95.48,1.95,1.96,1.95,0.76,1234, 75.45%
1035001,65.25,222.469,226.312,281.266,265.891,181.406,201.609,381.750,500.344,65.81,65.87,65.93,95.92,1.88,1.88,1.88,0.75,1234, 75.45%
1045032,65.50,222.172,223.547,281.922,265.406,181.688,200.016,380.344,500.375,66.23,66.36,66.38,95.54,1.86,1.85,1.85,0.76,1234, 75.43%
1055050,65.75,221.594,223.062,281.109,264.438,180.188,200.203,380.156,498.500,65.40,66.40,65.29,95.82,1.91,1.84,1.92,0.75,1234, 75.41%
1065054,66.00,223.234,223.984,277.281,264.047,180.984,200.234,381.656,500.906,66.42,66.27,65.93,95.99,1.85,1.86,1.88,0.75,1234, 75.41%
1075066,66.25,221.797,225.438,281.953,265.156,183.078,200.469,380.406,500.906,66.85,66.70,66.75,95.46,1.82,1.83,1.83,0.76,1234, 75.40%
1085077,66.50,222.672,225.453,278.344,264.078,182.297,200.156,380.188,499.531,67.20,67.45,66.15,96.07,1.80,1.78,1.87,0.75,1234, 75.40%
1095098,66.75,221.203,225.922,283.031,265.281,179.656,199.000,381.125,501.750,67.87,67.76,66.75,96.11,1.76,1.76,1.83,0.75,1234, 75.38%
1105113,67.00,221.422,224.484,279.594,265.766,182.016,199.328,381.312,503.938,66.81,67.29,66.85,96.10,1.82,1.79,1.82,0.75,1234, 75.38%
1115143,67.25,222.031,224.797,280.562,263.016,181.234,198.953,380.125,501.469,67.84,67.53,67.62,95.38,1.76,1.78,1.77,0.76,1234, 75.36%
1125149,67.25,223.219,225.844,282.719,266.109,180.094,198.719,379.719,499.438,67.93,67.99,68.10,96.11,1.75,1.75,1.75,0.75,1234, 75.36%
1135175,67.50,222.328,223.906,281.625,264.422,180.234,199.172,380.875,499.781,68.18,68.37,68.58,95.99,1.74,1.73,1.72,0.75,1234, 75.34%
1145197,67.75,221.547,223.797,281.297,265.141,179.469,200.062,379.625,499.875,67.45,68.62,68.70,95.63,1.78,1.71,1.71,0.76,1234, 75.34%
1155203,68.00,223.281,225.641,282.016,263.656,179.594,199.312,376.844,501.188,67.78,69.16,68.41,95.86,1.76,1.68,1.73,0.75,1234, 75.32%
1165260,68.25,222.344,223.562,281.594,264.828,179.781,198.859,379.531,497.875,68.85,68.90,69.03,95.37,1.70,1.70,1.69,0.76,1234, 75.32%
1175325,68.50,221.656,225.625,281.344,264.641,179.797,200.062,379.219,501.062,68.91,69.19,69.16,96.03,1.70,1.68,1.68,0.75,1234, 75.31%
1185340,68.50,222.078,225.766,283.359,264.688,182.125,199.531,378.375,501.031,67.97,68.99,69.13,96.08,1.76,1.69,1.68,0.75,1234, 75.29%
1195362,68.75,222.484,224.188,280.578,263.984,181.094,198.688,379.656,501.969,69.93,69.60,69.93,96.15,1.64,1.66,1.64,0.75,1234, 75.29%
1205375,69.00,222.625,225.062,279.266,263.375,179.156,199.031,377.531,498.562,69.01,68.93,68.85,95.96,1.69,1.70,1.70,0.75,1234, 75.27%
1215390,69.25,222.594,223.109,284.844,264.156,182.234,199.938,377.000,496.656,69.97,69.67,69.49,96.03,1.64,1.66,1.67,0.75,1234, 75.27%
1225411,69.50,221.188,225.000,282.750,265.234,181.969,199.531,376.469,500.969,70.19,70.30,70.58,96.11,1.63,1.62,1.61,0.75,1234, 75.25%
1235430,69.75,221.609,224.203,282.953,262.797,181.281,199.078,377.500,497.719,69.20,70.20,70.21,95.94,1.68,1.63,1.63,0.75,1234, 75.25%
