start
1231075,54.20,5204.00,4410.00,7829.00,6468.00,110.00,5394.00,6249.00,4439.00,54.20,54.91,54.49,95.89,3.04,2.98,2.76,0.76,5.10
1241075,54.40,5047.00,4264.00,7747.00,6435.00,70.00,5359.00,6241.00,4445.00,54.96,54.93,54.49,95.81,2.99,2.98,3.05,0.76,5.09
1251076,54.60,5076.00,4284.00,7738.00,6380.00,49.00,5161.00,6057.00,4422.00,54.83,54.64,54.13,95.97,2.99,3.02,3.07,0.76,5.08
1261088,54.80,4880.00,4185.00,7719.00,6449.00,112.00,5176.00,6017.00,4374.00,54.98,54.61,54.57,96.22,2.97,2.89,3.00,0.76,5.06
1271088,55.00,4798.00,4184.00,7679.00,6332.00,40.00,5062.00,5912.00,4359.00,57.05,55.70,54.96,95.97,2.74,2.89,2.98,0.76,5.04
1281087,55.20,4794.00,4235.00,7706.00,6297.00,44.00,4933.00,5696.00,4246.00,56.03,55.48,55.48,95.89,2.86,2.91,2.93,0.76,5.02
1291090,55.40,4642.00,4164.00,7718.00,6375.00,116.00,4874.00,5616.00,4193.00,56.03,55.93,56.61,95.56,2.86,2.86,2.80,0.76,4.99
1301090,55.60,4472.00,4043.00,7674.00,6353.00,90.00,4839.00,5557.00,4239.00,55.70,55.75,56.13,95.97,2.89,2.89,2.85,0.76,4.97
1311092,55.80,4445.00,3990.00,7593.00,6313.00,30.00,4753.00,5441.00,4181.00,56.18,55.73,56.69,95.97,2.89,2.89,2.80,0.76,4.96
1321094,56.00,4409.00,3989.00,7605.00,6297.00,38.00,4628.00,5328.00,4097.00,55.90,55.93,56.26,95.81,2.87,2.87,2.84,0.76,4.92
1331094,56.20,4241.00,3940.00,7528.00,6234.00,100.00,4676.00,5267.00,4214.00,56.51,56.54,56.49,95.89,2.81,2.81,2.76,0.76,4.89
1341101,56.40,4156.00,3987.00,7598.00,6331.00,77.00,4599.00,5152.00,4101.00,56.56,57.10,57.08,95.73,2.81,2.75,2.74,0.75,4.87
1351104,56.60,4174.00,3945.00,7569.00,6261.00,83.00,4453.00,5050.00,4069.00,57.16,56.21,56.10,96.39,2.74,2.84,2.86,0.76,4.86
1361102,56.80,3977.00,3736.00,7465.00,6262.00,43.00,4336.00,4879.00,4014.00,56.95,57.42,57.57,95.56,2.78,2.72,2.70,0.77,4.83
1371101,57.00,3974.00,3810.00,7537.00,6216.00,70.00,4288.00,4860.00,4020.00,56.90,56.92,56.82,95.73,2.76,2.77,2.76,0.76,4.83
1381105,57.20,3955.00,3810.00,7515.00,6285.00,100.00,4277.00,4766.00,3980.00,57.39,57.34,57.36,95.89,2.73,2.73,2.72,0.76,4.80
1391106,57.40,3864.00,3662.00,7419.00,6132.00,28.00,4132.00,4587.00,3883.00,57.79,57.94,57.97,96.39,2.68,2.67,2.65,0.76,4.78
1401105,57.60,3686.00,3591.00,7384.00,6140.00,45.00,4039.00,4486.00,3923.00,57.86,57.44,58.05,95.89,2.69,2.71,2.67,0.76,4.77
1411108,57.80,3638.00,3528.00,7372.00,6132.00,88.00,4009.00,4384.00,3947.00,58.26,58.24,57.79,95.89,2.64,2.64,2.65,0.77,4.76
1421109,58.00,3605.00,3567.00,7333.00,6122.00,68.00,3949.00,4322.00,3964.00,58.00,57.97,57.89,95.73,2.67,2.67,2.65,0.76,4.74
1431111,58.20,3547.00,3620.00,7330.00,6109.00,99.00,3900.00,4323.00,3921.00,58.43,58.24,58.61,96.30,2.63,2.64,2.60,0.75,4.70
1441114,58.40,3520.00,3560.00,7260.00,6086.00,87.00,3805.00,4143.00,3913.00,58.75,58.94,58.94,95.73,2.60,2.57,2.57,0.76,4.70
